label,trajectory,ids
1,"[[30, 48], [32, 47], [34, 43], [35, 43], [35, 45]]","[[1], [1], [1], [1], [1]]"
1,"[[6, 36], [5, 37], [5, 38], [11, 40], [13, 42]]","[[1], [1], [1], [1], [1]]"
1,"[[28, 57], [28, 58], [28, 58], [35, 59], [43, 59], [44, 58]]","[[1], [1], [1], [1], [1], [1]]"
1,"[[190, 66], [186, 63], [183, 66], [178, 73], [178, 75]]","[[1], [1], [1], [1], [1]]"
1,"[[279, 0], [259, 9], [251, 17], [241, 24], [231, 28], [230, 29], [235, 35], [238, 38], [241, 38], [249, 30], [258, 19], [263, 11], [274, 0], [281, 0]]","[[1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1]]"
1,"[[50, 64], [53, 65], [56, 66], [60, 67], [63, 67], [58, 59], [50, 57], [50, 57], [49, 59], [47, 60], [45, 61], [48, 62], [54, 63], [55, 65], [58, 66], [64, 64], [65, 62], [68, 59], [67, 59], [72, 59], [74, 59], [80, 60], [80, 60], [79, 60], [75, 65], [75, 66], [77, 69], [76, 73]]","[[1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1]]"
1,"[[122, 82], [113, 72], [111, 68], [109, 66], [106, 63], [98, 65], [94, 68], [89, 73], [109, 69], [118, 70], [118, 68], [112, 64], [117, 68], [117, 69], [125, 73]]","[[1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1]]"
1,"[[158, 78], [157, 78], [155, 79], [153, 80], [154, 81], [154, 82], [154, 82], [153, 77], [150, 72], [146, 70], [148, 77], [150, 79]]","[[1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1]]"
1,"[[295, 40], [282, 38], [260, 38], [264, 31], [266, 26], [272, 9]]","[[1], [1], [1], [1], [1], [1]]"
1,"[[120, 78], [114, 79], [110, 77], [112, 77], [114, 78], [108, 75], [108, 75]]","[[1], [1], [1], [1], [1], [1], [1]]"
1,"[[97, 69], [98, 71], [96, 71], [99, 70], [101, 78], [107, 79]]","[[1], [1], [1], [1], [1], [1]]"
1,"[[133, 76], [125, 80], [128, 79], [132, 78], [131, 76], [132, 75], [133, 73], [134, 68], [131, 66], [131, 64], [132, 59], [137, 54], [140, 49], [139, 56], [139, 59], [137, 66], [143, 75], [134, 75], [135, 76], [135, 76], [138, 72], [137, 70], [141, 71], [141, 73], [143, 74], [148, 71], [149, 67], [144, 63], [146, 69], [140, 67], [145, 77]]","[[1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1]]"
1,"[[74, 49], [74, 46], [76, 44], [73, 41], [73, 44], [75, 44], [76, 44], [74, 43], [74, 39], [68, 37], [58, 36], [57, 37], [56, 40], [59, 45], [60, 48], [64, 50], [72, 48], [73, 47], [78, 53], [74, 60], [77, 68]]","[[1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1]]"
1,"[[83, 37], [74, 56], [71, 58], [80, 55], [83, 48], [88, 44], [97, 34], [111, 21], [115, 14], [118, 3]]","[[1], [1], [1], [1], [1], [1], [1], [1], [1], [1]]"
1,"[[108, 69], [108, 68], [106, 63], [104, 56], [102, 56], [99, 59]]","[[1], [1], [1], [1], [1], [1]]"
1,"[[100, 68], [100, 73], [100, 75], [100, 76], [101, 76]]","[[1], [1], [1], [1], [1]]"
1,"[[88, 16], [87, 24], [88, 25], [94, 22], [102, 16], [105, 15], [114, 18], [122, 26], [124, 31], [125, 33], [123, 32], [126, 32], [130, 31], [134, 33], [135, 32], [140, 30]]","[[1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1]]"
1,"[[69, 44], [68, 41], [70, 41], [66, 41], [67, 42], [69, 44], [69, 41], [67, 39], [64, 41]]","[[1], [1], [1], [1], [1], [1], [1], [1], [1]]"
1,"[[58, 55], [57, 55], [54, 51], [52, 50], [51, 51], [51, 48], [52, 47], [52, 47], [53, 46], [52, 47], [51, 47], [51, 46], [52, 36], [53, 36], [52, 40], [53, 42], [56, 43], [63, 41], [67, 42], [68, 41], [72, 39], [77, 36], [78, 36], [78, 38], [76, 39], [75, 39], [79, 36], [79, 35], [80, 33], [75, 30], [70, 33], [67, 34], [62, 35], [55, 37], [51, 36], [52, 37], [49, 41], [47, 43], [49, 52]]","[[1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1]]"
1,"[[111, 73], [113, 74], [116, 74], [117, 73], [117, 70], [121, 65], [116, 56], [112, 49], [113, 42], [108, 41], [104, 41], [92, 49], [100, 56], [102, 55], [111, 50], [117, 48], [120, 50], [121, 60], [127, 69], [131, 73], [135, 75], [137, 74], [138, 73], [137, 69], [138, 63], [137, 57]]","[[1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1]]"
1,"[[66, 71], [65, 68], [66, 67], [72, 71]]","[[1], [1], [1], [1]]"
1,"[[133, 43], [130, 35], [128, 38], [126, 49], [125, 54], [104, 54], [105, 61], [112, 68], [121, 71], [129, 70], [136, 64], [141, 71], [138, 73], [130, 78], [127, 78], [113, 75], [114, 74], [121, 74], [128, 73], [132, 70], [134, 64], [137, 59], [139, 57], [139, 62], [137, 73], [136, 76]]","[[1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1]]"
1,"[[62, 76], [67, 66], [67, 65], [74, 68], [71, 60], [69, 57], [64, 54], [59, 53], [58, 54], [56, 54], [53, 55], [52, 56], [56, 56], [60, 57], [62, 57], [64, 56], [64, 57], [64, 57], [65, 57]]","[[1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1]]"
1,"[[18, 38], [12, 37], [13, 44], [15, 47], [16, 52], [19, 54], [20, 55], [30, 58], [37, 57], [37, 56], [42, 54], [52, 54], [55, 53], [57, 51], [61, 47], [63, 46], [63, 43], [65, 41], [65, 41], [65, 42], [65, 42], [69, 41], [72, 41], [75, 39], [75, 38], [78, 41], [71, 42]]","[[1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1]]"
1,"[[89, 54], [88, 60], [95, 72], [110, 61], [104, 70], [102, 71]]","[[1], [1], [1], [1], [1], [1]]"
1,"[[258, 64], [251, 72], [252, 71], [257, 58], [258, 52]]","[[1], [1], [1], [1], [1]]"
1,"[[111, 56], [110, 49], [108, 50], [95, 59]]","[[1], [1], [1], [1]]"
1,"[[40, 28], [40, 34], [38, 39], [40, 41], [41, 41], [45, 41], [48, 39], [48, 38], [47, 37], [47, 37], [36, 29], [33, 33]]","[[1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1]]"
1,"[[170, 82], [171, 81], [172, 81], [176, 75], [168, 74], [172, 74], [173, 74], [176, 72], [176, 71], [179, 73], [167, 69]]","[[1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1]]"
1,"[[106, 81], [107, 80], [108, 79], [108, 78], [111, 75], [114, 73], [113, 73], [106, 68], [94, 54], [97, 58], [102, 61], [104, 61], [103, 60], [109, 60], [111, 66], [110, 68], [105, 67], [113, 70]]","[[1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1]]"
1,"[[172, 86], [160, 84], [151, 80], [151, 75], [150, 72], [149, 73], [145, 66], [140, 66], [145, 68], [152, 73], [155, 77], [161, 83], [165, 86], [160, 87]]","[[1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1]]"
1,"[[38, 16], [31, 13], [23, 15], [26, 26], [29, 33]]","[[1], [1], [1], [1], [1]]"
1,"[[41, 68], [47, 68], [57, 63], [47, 61], [48, 53], [48, 50], [49, 43]]","[[1], [1], [1], [1], [1], [1], [1]]"
1,"[[142, 82], [148, 82], [146, 81]]","[[1], [1], [1]]"
1,"[[81, 62], [86, 62], [96, 63], [103, 61], [107, 58]]","[[1], [1], [1], [1], [1]]"
1,"[[45, 32], [46, 32], [46, 33], [42, 35], [42, 35], [42, 35], [47, 35], [50, 28], [48, 24], [39, 17], [45, 23], [46, 25], [47, 29], [50, 32], [50, 32], [51, 32], [55, 29], [51, 26]]","[[1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1]]"
1,"[[27, 25], [28, 26], [31, 32], [33, 39], [28, 41], [33, 44], [38, 48], [39, 49]]","[[1], [1], [1], [1], [1], [1], [1], [1]]"
1,"[[52, 54], [49, 54], [52, 48], [52, 48], [49, 48], [45, 45], [46, 43], [47, 37], [47, 36]]","[[1], [1], [1], [1], [1], [1], [1], [1], [1]]"
1,"[[58, 71], [56, 62], [54, 59], [50, 54], [48, 51], [48, 50], [48, 51], [45, 50], [43, 48], [40, 47], [40, 50], [39, 50], [33, 55], [30, 59], [39, 55], [44, 55], [52, 51]]","[[1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1]]"
1,"[[130, 64], [124, 71], [125, 74], [125, 74], [126, 73], [125, 72], [127, 68], [127, 64], [130, 63], [129, 61], [130, 67], [129, 70], [127, 69], [121, 60], [122, 55], [127, 52], [124, 54], [129, 58], [128, 54], [133, 49], [134, 51], [141, 55]]","[[1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1]]"
1,"[[230, 0], [218, 0], [211, 0], [187, 5], [173, 4], [176, 0], [187, 0], [197, 0], [206, 0]]","[[1], [1], [1], [1], [1], [1], [1], [1], [1]]"
1,"[[169, 85], [162, 84], [160, 85], [160, 82], [161, 83], [161, 84]]","[[1], [1], [1], [1], [1], [1]]"
1,"[[88, 42], [87, 45], [88, 45], [90, 42], [90, 40], [92, 36], [93, 32], [95, 30], [98, 24]]","[[1], [1], [1], [1], [1], [1], [1], [1], [1]]"
1,"[[293, 9], [281, 16], [269, 37], [264, 58], [264, 65], [271, 60], [266, 50], [264, 45], [257, 37], [256, 25], [256, 21], [253, 8], [251, 0], [254, 0], [262, 0], [262, 0], [253, 4]]","[[1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1]]"
1,"[[165, 87], [169, 88], [172, 84]]","[[1], [1], [1]]"
1,"[[149, 77], [149, 77], [150, 77], [151, 80], [146, 81], [146, 81], [147, 81], [149, 82], [149, 82], [144, 82]]","[[1], [1], [1], [1], [1], [1], [1], [1], [1], [1]]"
1,"[[171, 76], [174, 68], [176, 68], [182, 71], [180, 72], [182, 72], [182, 70], [173, 66], [169, 71], [166, 74], [171, 80]]","[[1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1]]"
1,"[[62, 69], [68, 65], [68, 64], [67, 63], [64, 58]]","[[1], [1], [1], [1], [1]]"
1,"[[74, 74], [71, 60], [66, 53], [64, 44], [62, 41], [61, 42], [59, 45], [58, 46], [58, 46], [53, 47], [51, 46], [52, 45]]","[[1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1]]"
1,"[[103, 62], [101, 65], [97, 69], [96, 69], [100, 68], [107, 63]]","[[1], [1], [1], [1], [1], [1]]"
1,"[[49, 1], [46, 10], [42, 13], [44, 18], [48, 22], [54, 28], [55, 26], [54, 26]]","[[1], [1], [1], [1], [1], [1], [1], [1]]"
1,"[[52, 32], [55, 34], [56, 37], [55, 40], [52, 31], [51, 33], [51, 40], [53, 45], [54, 47], [59, 45], [58, 44], [58, 44]]","[[1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1]]"
1,"[[74, 50], [71, 48], [65, 57], [65, 59], [65, 59], [69, 57]]","[[1], [1], [1], [1], [1], [1]]"
1,"[[154, 80], [150, 79], [143, 75], [147, 76], [142, 75], [141, 78], [144, 77], [146, 75], [153, 73], [153, 73], [161, 72]]","[[1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1]]"
1,"[[56, 73], [61, 69], [68, 72], [65, 67], [66, 66], [68, 64], [69, 62], [69, 63], [68, 63], [68, 60], [69, 58], [69, 58]]","[[1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1]]"
1,"[[163, 0], [156, 0], [158, 4], [161, 7], [163, 7], [156, 10], [156, 9], [160, 7], [161, 7], [160, 8], [161, 6], [165, 0], [170, 0]]","[[1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1]]"
1,"[[165, 85], [161, 84], [149, 73], [145, 73], [147, 76], [149, 79], [149, 81], [148, 81], [149, 78], [151, 70], [144, 63], [143, 60], [142, 63], [148, 69], [141, 73], [132, 77], [136, 73], [134, 73]]","[[1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1]]"
1,"[[157, 74], [157, 74], [154, 73], [151, 74], [151, 74], [147, 77]]","[[1], [1], [1], [1], [1], [1]]"
1,"[[128, 69], [130, 70], [133, 76], [137, 79], [141, 80]]","[[1], [1], [1], [1], [1]]"
1,"[[150, 0], [149, 3], [158, 8], [161, 11], [161, 9]]","[[1], [1], [1], [1], [1]]"
1,"[[157, 78], [150, 77], [145, 68], [145, 57], [138, 42], [130, 24], [125, 28]]","[[1], [1], [1], [1], [1], [1], [1]]"
1,"[[54, 70], [53, 68], [52, 57], [54, 50], [55, 49], [52, 44], [51, 42], [51, 44], [60, 43], [63, 42], [62, 42], [61, 43], [62, 45], [60, 44], [61, 42], [54, 42], [47, 42], [46, 46], [50, 46], [36, 44], [38, 45]]","[[1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1]]"
1,"[[53, 41], [55, 41], [55, 41], [62, 40], [62, 41], [63, 42], [66, 39], [66, 40], [71, 44], [73, 49], [77, 46], [79, 45], [77, 44], [70, 39], [71, 39], [71, 38], [71, 28], [67, 23], [63, 24]]","[[1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1]]"
1,"[[98, 73], [94, 71], [97, 70], [100, 67], [100, 68]]","[[1], [1], [1], [1], [1]]"
1,"[[152, 81], [152, 81], [150, 73], [150, 75], [152, 75], [151, 74], [152, 72], [156, 79], [143, 73], [145, 67], [147, 74]]","[[1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1]]"
1,"[[102, 72], [103, 67], [102, 67], [97, 65], [95, 64], [94, 64]]","[[1], [1], [1], [1], [1], [1]]"
1,"[[60, 50], [49, 47], [48, 45], [46, 40], [36, 36]]","[[1], [1], [1], [1], [1]]"
1,"[[148, 74], [150, 72], [154, 61], [153, 55], [152, 53]]","[[1], [1], [1], [1], [1]]"
1,"[[8, 21], [7, 26], [5, 24], [8, 18], [9, 21], [16, 28], [24, 36], [24, 39], [28, 44], [20, 48], [22, 47], [22, 47], [31, 48], [40, 47]]","[[1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1]]"
1,"[[59, 70], [60, 71], [64, 68], [63, 67], [65, 67], [71, 70]]","[[1], [1], [1], [1], [1], [1]]"
1,"[[81, 68], [84, 66], [91, 61], [86, 61], [90, 63], [87, 63]]","[[1], [1], [1], [1], [1], [1]]"
1,"[[177, 78], [170, 71], [159, 69], [169, 76], [170, 74], [166, 63], [161, 60], [159, 62]]","[[1], [1], [1], [1], [1], [1], [1], [1]]"
1,"[[127, 72], [131, 71], [130, 71], [130, 69], [133, 65], [135, 63], [143, 58]]","[[1], [1], [1], [1], [1], [1], [1]]"
1,"[[174, 1], [175, 11], [177, 16], [183, 10], [185, 9]]","[[1], [1], [1], [1], [1]]"
1,"[[119, 64], [116, 70], [114, 70], [110, 68], [109, 69]]","[[1], [1], [1], [1], [1]]"
1,"[[130, 55], [133, 60], [135, 61], [135, 70], [137, 72], [131, 72], [129, 67]]","[[1], [1], [1], [1], [1], [1], [1]]"
1,"[[157, 79], [147, 74], [146, 72], [148, 73], [155, 73], [160, 69], [165, 67], [167, 64], [164, 71]]","[[1], [1], [1], [1], [1], [1], [1], [1], [1]]"
1,"[[172, 75], [161, 79], [160, 75], [159, 75], [157, 74], [155, 74], [152, 75]]","[[1], [1], [1], [1], [1], [1], [1]]"
1,"[[157, 79], [159, 80], [154, 82], [154, 83]]","[[1], [1], [1], [1]]"
1,"[[40, 73], [36, 60], [33, 54], [42, 53], [54, 56], [73, 60], [90, 65], [103, 63], [103, 47]]","[[1], [1], [1], [1], [1], [1], [1], [1], [1]]"
1,"[[119, 13], [124, 0], [134, 1], [142, 7], [155, 20], [127, 24], [113, 27], [89, 26], [89, 26], [90, 14], [81, 13], [70, 30]]","[[1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1]]"
1,"[[170, 94], [168, 88], [163, 87], [161, 83], [161, 80], [159, 76], [163, 63], [163, 63], [161, 71], [160, 76], [152, 63], [145, 62]]","[[1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1]]"
1,"[[11, 70], [19, 65], [28, 63], [36, 63], [50, 64]]","[[1], [1], [1], [1], [1]]"
1,"[[45, 54], [45, 50], [47, 48], [49, 49], [50, 49], [50, 48], [56, 51], [57, 52], [64, 58]]","[[1], [1], [1], [1], [1], [1], [1], [1], [1]]"
1,"[[182, 73], [177, 69], [175, 71], [173, 76], [169, 79], [169, 79]]","[[1], [1], [1], [1], [1], [1]]"
1,"[[82, 63], [88, 70], [95, 71], [97, 71], [103, 70]]","[[1], [1], [1], [1], [1]]"
1,"[[128, 65], [127, 70], [134, 73], [141, 74], [141, 73], [140, 60]]","[[1], [1], [1], [1], [1], [1]]"
1,"[[105, 59], [108, 54], [104, 53], [103, 57], [102, 58], [98, 56], [95, 54], [93, 54], [90, 57], [92, 62], [90, 65], [86, 66], [83, 64]]","[[1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1]]"
1,"[[46, 28], [42, 29], [45, 27], [54, 25], [62, 31]]","[[1], [1], [1], [1], [1]]"
1,"[[159, 73], [159, 72], [160, 72], [151, 53], [140, 42], [134, 44], [117, 56], [115, 67], [120, 69], [127, 70], [135, 68], [125, 69]]","[[1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1]]"
1,"[[111, 77], [111, 75], [112, 75], [120, 76], [123, 72]]","[[1], [1], [1], [1], [1]]"
1,"[[66, 69], [66, 63], [67, 60], [68, 54], [75, 53], [74, 55], [74, 56], [69, 54], [65, 54], [65, 51]]","[[1], [1], [1], [1], [1], [1], [1], [1], [1], [1]]"
1,"[[132, 0], [133, 0], [130, 0], [111, 0], [112, 10], [107, 10], [109, 10], [121, 5], [134, 0], [139, 0]]","[[1], [1], [1], [1], [1], [1], [1], [1], [1], [1]]"
1,"[[127, 60], [125, 53], [127, 48], [121, 40], [117, 53], [109, 59], [119, 65]]","[[1], [1], [1], [1], [1], [1], [1]]"
1,"[[120, 69], [117, 70], [113, 71], [112, 74], [112, 76], [112, 75], [108, 72]]","[[1], [1], [1], [1], [1], [1], [1]]"
1,"[[63, 72], [64, 63], [65, 59], [67, 56], [69, 53], [68, 52], [66, 50], [68, 49], [68, 49], [70, 49], [70, 50], [69, 49], [68, 50], [71, 50], [71, 51], [70, 51], [69, 52], [67, 53], [70, 53]]","[[1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1]]"
1,"[[155, 77], [153, 74], [153, 74], [146, 59], [147, 71], [133, 74], [136, 65], [141, 62], [143, 60], [147, 56], [150, 50], [153, 40], [142, 36], [141, 39], [142, 35], [137, 28], [132, 26], [127, 35]]","[[1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1]]"
1,"[[64, 34], [60, 35], [58, 37], [57, 39], [60, 39], [58, 41], [58, 41], [63, 42], [61, 44], [58, 49], [57, 49], [57, 47], [55, 46], [58, 44], [58, 42], [56, 41], [54, 46], [55, 47], [56, 47], [56, 47], [56, 47], [55, 48], [54, 48], [56, 46], [56, 43], [57, 41], [57, 40], [56, 40], [55, 41], [56, 42], [60, 43], [60, 44], [60, 43], [60, 39], [60, 37], [61, 39], [66, 46], [66, 53], [63, 48], [56, 41], [51, 39], [50, 38], [55, 36], [53, 36], [54, 35], [56, 34], [58, 33], [58, 31], [54, 31], [51, 37], [52, 39]]","[[1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1]]"
1,"[[81, 72], [80, 72], [80, 71], [77, 70], [72, 67]]","[[1], [1], [1], [1], [1]]"
1,"[[130, 60], [134, 66], [141, 65], [144, 63], [155, 58], [155, 56], [155, 64]]","[[1], [1], [1], [1], [1], [1], [1]]"
1,"[[102, 72], [101, 72], [103, 68], [108, 66], [111, 67], [117, 69], [124, 71], [127, 71], [132, 71], [132, 70], [137, 72], [142, 74], [153, 72]]","[[1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1]]"
1,"[[57, 73], [56, 72], [55, 72], [55, 72], [60, 71]]","[[1], [1], [1], [1], [1]]"
1,"[[67, 71], [72, 69], [74, 68], [72, 66], [70, 61], [70, 55], [70, 54]]","[[1], [1], [1], [1], [1], [1], [1]]"
1,"[[134, 69], [132, 62], [135, 60], [139, 56], [135, 55], [134, 56], [132, 52], [132, 50], [131, 44], [131, 37], [132, 35], [126, 34]]","[[1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1]]"
1,"[[177, 77], [172, 72], [171, 70], [169, 66], [169, 61], [170, 58], [166, 52], [162, 53], [163, 58]]","[[1], [1], [1], [1], [1], [1], [1], [1], [1]]"
1,"[[119, 43], [123, 37], [126, 41], [130, 53], [131, 58], [134, 62], [136, 60], [136, 59], [136, 56], [135, 52], [133, 47]]","[[1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1]]"
1,"[[140, 35], [138, 32], [136, 35], [135, 43], [132, 52], [132, 57], [129, 67]]","[[1], [1], [1], [1], [1], [1], [1]]"
1,"[[73, 65], [72, 65], [70, 64], [76, 68], [79, 66], [78, 64]]","[[1], [1], [1], [1], [1], [1]]"
1,"[[33, 45], [34, 42], [34, 41], [34, 39], [35, 37], [38, 37], [40, 39], [47, 41], [48, 42], [50, 43], [50, 44], [51, 44], [50, 42], [42, 40], [38, 41], [39, 43], [40, 49], [41, 51], [36, 47]]","[[1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1]]"
1,"[[71, 61], [68, 61], [71, 62], [73, 61], [73, 61], [72, 62]]","[[1], [1], [1], [1], [1], [1]]"
1,"[[37, 31], [39, 27], [39, 27], [43, 31], [47, 35], [50, 33], [55, 35], [52, 37], [53, 39], [57, 42], [58, 43], [54, 43], [56, 44], [64, 42], [64, 42], [73, 42], [76, 42], [77, 43], [74, 46], [69, 42], [67, 42], [61, 40], [55, 40], [53, 39], [49, 41], [50, 43], [50, 45], [51, 45], [54, 47], [56, 45]]","[[1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1]]"
1,"[[92, 13], [84, 21], [73, 28], [75, 30], [77, 27], [79, 16], [83, 11]]","[[1], [1], [1], [1], [1], [1], [1]]"
1,"[[151, 76], [151, 73], [153, 72], [154, 73], [160, 77]]","[[1], [1], [1], [1], [1]]"
1,"[[51, 58], [51, 56], [54, 53], [57, 50], [57, 50], [62, 48], [64, 47], [68, 45], [68, 45], [68, 48], [67, 48], [66, 48], [60, 50], [56, 54], [53, 55], [57, 57], [57, 57], [56, 56], [59, 52], [58, 51], [58, 51], [56, 52]]","[[1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1]]"
1,"[[147, 72], [143, 69], [141, 68], [138, 68], [138, 67], [140, 70], [146, 75]]","[[1], [1], [1], [1], [1], [1], [1]]"
1,"[[61, 46], [60, 44], [65, 37], [68, 35], [73, 32], [73, 32], [74, 35], [72, 38], [72, 39], [74, 41], [70, 45], [67, 45], [66, 45], [67, 46], [68, 49], [67, 50], [68, 51], [64, 50], [61, 49]]","[[1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1]]"
1,"[[140, 66], [143, 62], [146, 60], [146, 58], [141, 60], [136, 63], [129, 73]]","[[1], [1], [1], [1], [1], [1], [1]]"
1,"[[110, 49], [115, 56], [115, 59], [117, 63], [131, 66], [135, 65], [142, 63], [141, 57], [143, 56], [151, 67]]","[[1], [1], [1], [1], [1], [1], [1], [1], [1], [1]]"
1,"[[34, 24], [35, 30], [40, 18], [42, 12]]","[[1], [1], [1], [1]]"
1,"[[60, 17], [61, 17], [61, 17], [57, 20], [61, 28], [62, 31], [56, 35], [60, 40], [60, 40], [63, 42], [64, 46], [64, 48], [63, 49], [62, 50], [62, 50], [63, 51], [63, 55], [61, 56], [66, 60]]","[[1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1]]"
1,"[[59, 66], [52, 57], [48, 53], [47, 50], [46, 47], [45, 45], [47, 40], [45, 32], [45, 28], [38, 23], [39, 24], [40, 22], [38, 20], [36, 21]]","[[1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1]]"
